example_id,model,method,warning_type,details
2166,XLM-R,IG,token_count_mismatch,"tokens=10, attributions=0"
2167,XLM-R,IG,token_count_mismatch,"tokens=5, attributions=0"
2168,XLM-R,IG,token_count_mismatch,"tokens=10, attributions=0"
2169,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
2169,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=4, reconstructed=7"
2170,XLM-R,IG,token_count_mismatch,"tokens=40, attributions=0"
2171,XLM-R,IG,token_count_mismatch,"tokens=26, attributions=0"
2171,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=12, reconstructed=22"
2172,XLM-R,IG,token_count_mismatch,"tokens=15, attributions=0"
2172,XLM-R,IG,word_reconstruction_fail,"overlap=0.14, original_words=7, reconstructed=9"
2173,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
2174,XLM-R,IG,token_count_mismatch,"tokens=37, attributions=0"
2175,XLM-R,IG,token_count_mismatch,"tokens=12, attributions=0"
2175,XLM-R,IG,word_reconstruction_fail,"overlap=0.20, original_words=5, reconstructed=10"
2176,XLM-R,IG,token_count_mismatch,"tokens=19, attributions=0"
2176,XLM-R,IG,word_reconstruction_fail,"overlap=0.14, original_words=7, reconstructed=14"
2177,XLM-R,IG,token_count_mismatch,"tokens=25, attributions=0"
2177,XLM-R,IG,word_reconstruction_fail,"overlap=0.30, original_words=10, reconstructed=17"
2178,XLM-R,IG,token_count_mismatch,"tokens=20, attributions=0"
2178,XLM-R,IG,word_reconstruction_fail,"overlap=0.44, original_words=9, reconstructed=14"
2179,XLM-R,IG,token_count_mismatch,"tokens=128, attributions=0"
2179,XLM-R,IG,word_reconstruction_fail,"overlap=0.06, original_words=70, reconstructed=41"
2180,XLM-R,IG,token_count_mismatch,"tokens=10, attributions=0"
2181,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
2181,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=2, reconstructed=6"
2182,XLM-R,IG,token_count_mismatch,"tokens=12, attributions=0"
2182,XLM-R,IG,word_reconstruction_fail,"overlap=0.20, original_words=5, reconstructed=10"
2183,XLM-R,IG,token_count_mismatch,"tokens=32, attributions=0"
2183,XLM-R,IG,word_reconstruction_fail,"overlap=0.36, original_words=14, reconstructed=25"
2184,XLM-R,IG,token_count_mismatch,"tokens=10, attributions=0"
2184,XLM-R,IG,word_reconstruction_fail,"overlap=0.40, original_words=5, reconstructed=8"
2185,XLM-R,IG,token_count_mismatch,"tokens=7, attributions=0"
2185,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=4"
2186,XLM-R,IG,token_count_mismatch,"tokens=16, attributions=0"
2186,XLM-R,IG,word_reconstruction_fail,"overlap=0.17, original_words=6, reconstructed=13"
2187,XLM-R,IG,token_count_mismatch,"tokens=16, attributions=0"
2187,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=6, reconstructed=10"
2188,XLM-R,IG,token_count_mismatch,"tokens=10, attributions=0"
2189,XLM-R,IG,token_count_mismatch,"tokens=20, attributions=0"
2189,XLM-R,IG,word_reconstruction_fail,"overlap=0.12, original_words=8, reconstructed=14"
2190,XLM-R,IG,token_count_mismatch,"tokens=107, attributions=0"
2190,XLM-R,IG,word_reconstruction_fail,"overlap=0.38, original_words=45, reconstructed=74"
2191,XLM-R,IG,token_count_mismatch,"tokens=4, attributions=0"
2192,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
2192,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=6"
2193,XLM-R,IG,token_count_mismatch,"tokens=3, attributions=0"
2194,XLM-R,IG,token_count_mismatch,"tokens=24, attributions=0"
2194,XLM-R,IG,word_reconstruction_fail,"overlap=0.22, original_words=9, reconstructed=16"
2195,XLM-R,IG,token_count_mismatch,"tokens=6, attributions=0"
2195,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=1, reconstructed=4"
2196,XLM-R,IG,token_count_mismatch,"tokens=29, attributions=0"
2196,XLM-R,IG,word_reconstruction_fail,"overlap=0.38, original_words=13, reconstructed=23"
2197,XLM-R,IG,token_count_mismatch,"tokens=11, attributions=0"
2197,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=7"
2198,XLM-R,IG,token_count_mismatch,"tokens=16, attributions=0"
2199,XLM-R,IG,token_count_mismatch,"tokens=35, attributions=0"
2199,XLM-R,IG,word_reconstruction_fail,"overlap=0.27, original_words=15, reconstructed=27"
2200,XLM-R,IG,token_count_mismatch,"tokens=23, attributions=0"
2200,XLM-R,IG,word_reconstruction_fail,"overlap=0.43, original_words=7, reconstructed=19"
2201,XLM-R,IG,token_count_mismatch,"tokens=13, attributions=0"
2202,XLM-R,IG,token_count_mismatch,"tokens=19, attributions=0"
2202,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=4, reconstructed=7"
2203,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
2203,XLM-R,IG,word_reconstruction_fail,"overlap=0.40, original_words=5, reconstructed=7"
2204,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
2205,XLM-R,IG,token_count_mismatch,"tokens=23, attributions=0"
2206,XLM-R,IG,token_count_mismatch,"tokens=24, attributions=0"
2207,XLM-R,IG,token_count_mismatch,"tokens=20, attributions=0"
2207,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=9, reconstructed=16"
2208,XLM-R,IG,token_count_mismatch,"tokens=12, attributions=0"
2209,XLM-R,IG,token_count_mismatch,"tokens=40, attributions=0"
2209,XLM-R,IG,word_reconstruction_fail,"overlap=0.42, original_words=19, reconstructed=34"
2210,XLM-R,IG,token_count_mismatch,"tokens=17, attributions=0"
2210,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=6, reconstructed=15"
2211,XLM-R,IG,token_count_mismatch,"tokens=10, attributions=0"
2211,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=3, reconstructed=7"
2212,XLM-R,IG,token_count_mismatch,"tokens=19, attributions=0"
2212,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=8, reconstructed=14"
2213,XLM-R,IG,token_count_mismatch,"tokens=22, attributions=0"
2213,XLM-R,IG,word_reconstruction_fail,"overlap=0.38, original_words=8, reconstructed=14"
2214,XLM-R,IG,token_count_mismatch,"tokens=20, attributions=0"
2214,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=9, reconstructed=17"
2215,XLM-R,IG,token_count_mismatch,"tokens=10, attributions=0"
2216,XLM-R,IG,token_count_mismatch,"tokens=19, attributions=0"
2216,XLM-R,IG,word_reconstruction_fail,"overlap=0.14, original_words=7, reconstructed=14"
2217,XLM-R,IG,token_count_mismatch,"tokens=18, attributions=0"
2217,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=9, reconstructed=14"
2218,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
2218,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=2, reconstructed=5"
2219,XLM-R,IG,token_count_mismatch,"tokens=10, attributions=0"
2219,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=1, reconstructed=6"
2220,XLM-R,IG,token_count_mismatch,"tokens=39, attributions=0"
2220,XLM-R,IG,word_reconstruction_fail,"overlap=0.17, original_words=12, reconstructed=22"
2221,XLM-R,IG,token_count_mismatch,"tokens=15, attributions=0"
2221,XLM-R,IG,word_reconstruction_fail,"overlap=0.20, original_words=5, reconstructed=10"
2222,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
2222,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=3, reconstructed=6"
2223,XLM-R,IG,token_count_mismatch,"tokens=17, attributions=0"
2223,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=6, reconstructed=13"
2224,XLM-R,IG,token_count_mismatch,"tokens=33, attributions=0"
2224,XLM-R,IG,word_reconstruction_fail,"overlap=0.27, original_words=15, reconstructed=28"
2225,XLM-R,IG,token_count_mismatch,"tokens=11, attributions=0"
2225,XLM-R,IG,word_reconstruction_fail,"overlap=0.20, original_words=5, reconstructed=9"
2226,XLM-R,IG,token_count_mismatch,"tokens=23, attributions=0"
2226,XLM-R,IG,word_reconstruction_fail,"overlap=0.12, original_words=8, reconstructed=13"
2227,XLM-R,IG,token_count_mismatch,"tokens=12, attributions=0"
2227,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=4, reconstructed=9"
2228,XLM-R,IG,token_count_mismatch,"tokens=56, attributions=0"
2229,XLM-R,IG,token_count_mismatch,"tokens=19, attributions=0"
2229,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=9, reconstructed=14"
2230,XLM-R,IG,token_count_mismatch,"tokens=14, attributions=0"
2230,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=4, reconstructed=11"
2231,XLM-R,IG,token_count_mismatch,"tokens=5, attributions=0"
2232,XLM-R,IG,token_count_mismatch,"tokens=12, attributions=0"
2233,XLM-R,IG,token_count_mismatch,"tokens=13, attributions=0"
2233,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=4, reconstructed=10"
2234,XLM-R,IG,token_count_mismatch,"tokens=19, attributions=0"
2234,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=1, reconstructed=12"
2235,XLM-R,IG,token_count_mismatch,"tokens=21, attributions=0"
2235,XLM-R,IG,word_reconstruction_fail,"overlap=0.43, original_words=7, reconstructed=16"
2236,XLM-R,IG,token_count_mismatch,"tokens=7, attributions=0"
2236,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=1, reconstructed=4"
2237,XLM-R,IG,token_count_mismatch,"tokens=21, attributions=0"
2237,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=8, reconstructed=13"
2238,XLM-R,IG,token_count_mismatch,"tokens=14, attributions=0"
2238,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=4, reconstructed=9"
2239,XLM-R,IG,token_count_mismatch,"tokens=29, attributions=0"
2239,XLM-R,IG,word_reconstruction_fail,"overlap=0.46, original_words=13, reconstructed=22"
2240,XLM-R,IG,token_count_mismatch,"tokens=25, attributions=0"
2240,XLM-R,IG,word_reconstruction_fail,"overlap=0.30, original_words=10, reconstructed=21"
2241,XLM-R,IG,token_count_mismatch,"tokens=11, attributions=0"
2242,XLM-R,IG,token_count_mismatch,"tokens=67, attributions=0"
2243,XLM-R,IG,token_count_mismatch,"tokens=27, attributions=0"
2243,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=12, reconstructed=21"
2244,XLM-R,IG,token_count_mismatch,"tokens=48, attributions=0"
2244,XLM-R,IG,word_reconstruction_fail,"overlap=0.20, original_words=20, reconstructed=33"
2245,XLM-R,IG,token_count_mismatch,"tokens=22, attributions=0"
2245,XLM-R,IG,word_reconstruction_fail,"overlap=0.29, original_words=7, reconstructed=18"
2246,XLM-R,IG,token_count_mismatch,"tokens=16, attributions=0"
2246,XLM-R,IG,word_reconstruction_fail,"overlap=0.43, original_words=7, reconstructed=11"
2247,XLM-R,IG,token_count_mismatch,"tokens=6, attributions=0"
2247,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=3"
2248,XLM-R,IG,token_count_mismatch,"tokens=14, attributions=0"
2248,XLM-R,IG,word_reconstruction_fail,"overlap=0.38, original_words=8, reconstructed=10"
2249,XLM-R,IG,token_count_mismatch,"tokens=52, attributions=0"
2250,XLM-R,IG,token_count_mismatch,"tokens=19, attributions=0"
2250,XLM-R,IG,word_reconstruction_fail,"overlap=0.43, original_words=7, reconstructed=13"
2251,XLM-R,IG,token_count_mismatch,"tokens=13, attributions=0"
2251,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=6, reconstructed=7"
2252,XLM-R,IG,token_count_mismatch,"tokens=32, attributions=0"
2253,XLM-R,IG,token_count_mismatch,"tokens=14, attributions=0"
2253,XLM-R,IG,word_reconstruction_fail,"overlap=0.20, original_words=5, reconstructed=12"
2254,XLM-R,IG,token_count_mismatch,"tokens=33, attributions=0"
2255,XLM-R,IG,token_count_mismatch,"tokens=20, attributions=0"
2255,XLM-R,IG,word_reconstruction_fail,"overlap=0.43, original_words=7, reconstructed=15"
2256,XLM-R,IG,token_count_mismatch,"tokens=15, attributions=0"
2257,XLM-R,IG,token_count_mismatch,"tokens=63, attributions=0"
2258,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
2258,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=2, reconstructed=6"
2259,XLM-R,IG,token_count_mismatch,"tokens=13, attributions=0"
2260,XLM-R,IG,token_count_mismatch,"tokens=12, attributions=0"
2261,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
2262,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
2263,XLM-R,IG,token_count_mismatch,"tokens=42, attributions=0"
2264,XLM-R,IG,token_count_mismatch,"tokens=22, attributions=0"
2265,XLM-R,IG,token_count_mismatch,"tokens=14, attributions=0"
2266,XLM-R,IG,token_count_mismatch,"tokens=18, attributions=0"
2267,XLM-R,IG,token_count_mismatch,"tokens=16, attributions=0"
2268,XLM-R,IG,token_count_mismatch,"tokens=13, attributions=0"
2269,XLM-R,IG,token_count_mismatch,"tokens=128, attributions=0"
2269,XLM-R,IG,word_reconstruction_fail,"overlap=0.40, original_words=88, reconstructed=89"
2270,XLM-R,IG,token_count_mismatch,"tokens=39, attributions=0"
2271,XLM-R,IG,token_count_mismatch,"tokens=3, attributions=0"
2272,XLM-R,IG,token_count_mismatch,"tokens=5, attributions=0"
2273,XLM-R,IG,token_count_mismatch,"tokens=31, attributions=0"
2273,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=5, reconstructed=20"
2274,XLM-R,IG,token_count_mismatch,"tokens=14, attributions=0"
2275,XLM-R,IG,token_count_mismatch,"tokens=14, attributions=0"
2275,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=5, reconstructed=11"
2276,XLM-R,IG,token_count_mismatch,"tokens=13, attributions=0"
2276,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=3, reconstructed=8"
2277,XLM-R,IG,token_count_mismatch,"tokens=49, attributions=0"
2278,XLM-R,IG,token_count_mismatch,"tokens=16, attributions=0"
2279,XLM-R,IG,token_count_mismatch,"tokens=13, attributions=0"
2279,XLM-R,IG,word_reconstruction_fail,"overlap=0.43, original_words=7, reconstructed=10"
2280,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
2281,XLM-R,IG,token_count_mismatch,"tokens=56, attributions=0"
2281,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=20, reconstructed=38"
2282,XLM-R,IG,token_count_mismatch,"tokens=14, attributions=0"
2283,XLM-R,IG,token_count_mismatch,"tokens=16, attributions=0"
2283,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=6, reconstructed=11"
2284,XLM-R,IG,token_count_mismatch,"tokens=15, attributions=0"
2285,XLM-R,IG,token_count_mismatch,"tokens=21, attributions=0"
2286,XLM-R,IG,token_count_mismatch,"tokens=51, attributions=0"
2287,XLM-R,IG,token_count_mismatch,"tokens=41, attributions=0"
2287,XLM-R,IG,word_reconstruction_fail,"overlap=0.32, original_words=19, reconstructed=29"
2288,XLM-R,IG,token_count_mismatch,"tokens=7, attributions=0"
2288,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=2, reconstructed=4"
2289,XLM-R,IG,token_count_mismatch,"tokens=29, attributions=0"
2289,XLM-R,IG,word_reconstruction_fail,"overlap=0.38, original_words=16, reconstructed=22"
2290,XLM-R,IG,token_count_mismatch,"tokens=10, attributions=0"
2290,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=6, reconstructed=8"
2291,XLM-R,IG,token_count_mismatch,"tokens=23, attributions=0"
2291,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=8, reconstructed=16"
2292,XLM-R,IG,token_count_mismatch,"tokens=41, attributions=0"
2293,XLM-R,IG,token_count_mismatch,"tokens=59, attributions=0"
2293,XLM-R,IG,word_reconstruction_fail,"overlap=0.32, original_words=22, reconstructed=40"
2294,XLM-R,IG,token_count_mismatch,"tokens=128, attributions=0"
2294,XLM-R,IG,word_reconstruction_fail,"overlap=0.16, original_words=160, reconstructed=85"
2295,XLM-R,IG,token_count_mismatch,"tokens=6, attributions=0"
2295,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=1, reconstructed=2"
2296,XLM-R,IG,token_count_mismatch,"tokens=27, attributions=0"
2296,XLM-R,IG,word_reconstruction_fail,"overlap=0.36, original_words=11, reconstructed=20"
2297,XLM-R,IG,token_count_mismatch,"tokens=53, attributions=0"
2298,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
2298,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=6"
2299,XLM-R,IG,token_count_mismatch,"tokens=40, attributions=0"
2299,XLM-R,IG,word_reconstruction_fail,"overlap=0.45, original_words=22, reconstructed=29"
2300,XLM-R,IG,token_count_mismatch,"tokens=10, attributions=0"
2300,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=7"
2301,XLM-R,IG,token_count_mismatch,"tokens=6, attributions=0"
2302,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
2302,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=7"
2303,XLM-R,IG,token_count_mismatch,"tokens=86, attributions=0"
2304,XLM-R,IG,token_count_mismatch,"tokens=128, attributions=0"
2304,XLM-R,IG,word_reconstruction_fail,"overlap=0.24, original_words=75, reconstructed=78"
2305,XLM-R,IG,token_count_mismatch,"tokens=6, attributions=0"
2306,XLM-R,IG,token_count_mismatch,"tokens=18, attributions=0"
2306,XLM-R,IG,word_reconstruction_fail,"overlap=0.38, original_words=8, reconstructed=14"
2307,XLM-R,IG,token_count_mismatch,"tokens=23, attributions=0"
2308,XLM-R,IG,token_count_mismatch,"tokens=80, attributions=0"
2308,XLM-R,IG,word_reconstruction_fail,"overlap=0.34, original_words=29, reconstructed=49"
2309,XLM-R,IG,token_count_mismatch,"tokens=11, attributions=0"
2309,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=5"
2310,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
2311,XLM-R,IG,token_count_mismatch,"tokens=15, attributions=0"
2311,XLM-R,IG,word_reconstruction_fail,"overlap=0.40, original_words=5, reconstructed=11"
2312,XLM-R,IG,token_count_mismatch,"tokens=36, attributions=0"
2312,XLM-R,IG,word_reconstruction_fail,"overlap=0.21, original_words=14, reconstructed=26"
2313,XLM-R,IG,token_count_mismatch,"tokens=38, attributions=0"
2313,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=16, reconstructed=25"
2314,XLM-R,IG,token_count_mismatch,"tokens=11, attributions=0"
2314,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=2, reconstructed=5"
2315,XLM-R,IG,token_count_mismatch,"tokens=128, attributions=0"
2315,XLM-R,IG,word_reconstruction_fail,"overlap=0.45, original_words=82, reconstructed=71"
2316,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
2316,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=6"
2317,XLM-R,IG,token_count_mismatch,"tokens=42, attributions=0"
2318,XLM-R,IG,token_count_mismatch,"tokens=10, attributions=0"
2319,XLM-R,IG,token_count_mismatch,"tokens=10, attributions=0"
2320,XLM-R,IG,token_count_mismatch,"tokens=48, attributions=0"
2320,XLM-R,IG,word_reconstruction_fail,"overlap=0.48, original_words=23, reconstructed=36"
2321,XLM-R,IG,token_count_mismatch,"tokens=16, attributions=0"
2322,XLM-R,IG,token_count_mismatch,"tokens=29, attributions=0"
2322,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=12, reconstructed=25"
2323,XLM-R,IG,token_count_mismatch,"tokens=15, attributions=0"
2324,XLM-R,IG,token_count_mismatch,"tokens=25, attributions=0"
2324,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=12, reconstructed=17"
2325,XLM-R,IG,token_count_mismatch,"tokens=25, attributions=0"
2325,XLM-R,IG,word_reconstruction_fail,"overlap=0.44, original_words=9, reconstructed=16"
2326,XLM-R,IG,token_count_mismatch,"tokens=16, attributions=0"
2326,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=8, reconstructed=10"
2327,XLM-R,IG,token_count_mismatch,"tokens=29, attributions=0"
2327,XLM-R,IG,word_reconstruction_fail,"overlap=0.20, original_words=10, reconstructed=21"
2328,XLM-R,IG,token_count_mismatch,"tokens=29, attributions=0"
2329,XLM-R,IG,token_count_mismatch,"tokens=14, attributions=0"
2329,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=6, reconstructed=10"
2330,XLM-R,IG,token_count_mismatch,"tokens=19, attributions=0"
2330,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=9, reconstructed=15"
2331,XLM-R,IG,token_count_mismatch,"tokens=29, attributions=0"
2331,XLM-R,IG,word_reconstruction_fail,"overlap=0.31, original_words=13, reconstructed=23"
2332,XLM-R,IG,token_count_mismatch,"tokens=26, attributions=0"
2332,XLM-R,IG,word_reconstruction_fail,"overlap=0.20, original_words=10, reconstructed=22"
2333,XLM-R,IG,token_count_mismatch,"tokens=31, attributions=0"
2333,XLM-R,IG,word_reconstruction_fail,"overlap=0.47, original_words=15, reconstructed=22"
2334,XLM-R,IG,token_count_mismatch,"tokens=21, attributions=0"
2334,XLM-R,IG,word_reconstruction_fail,"overlap=0.29, original_words=7, reconstructed=15"
2335,XLM-R,IG,token_count_mismatch,"tokens=15, attributions=0"
2336,XLM-R,IG,token_count_mismatch,"tokens=57, attributions=0"
2337,XLM-R,IG,token_count_mismatch,"tokens=16, attributions=0"
2338,XLM-R,IG,token_count_mismatch,"tokens=26, attributions=0"
2338,XLM-R,IG,word_reconstruction_fail,"overlap=0.36, original_words=11, reconstructed=16"
2339,XLM-R,IG,token_count_mismatch,"tokens=42, attributions=0"
2340,XLM-R,IG,token_count_mismatch,"tokens=28, attributions=0"
2340,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=12, reconstructed=22"
2341,XLM-R,IG,token_count_mismatch,"tokens=21, attributions=0"
2341,XLM-R,IG,word_reconstruction_fail,"overlap=0.44, original_words=9, reconstructed=17"
2342,XLM-R,IG,token_count_mismatch,"tokens=26, attributions=0"
2343,XLM-R,IG,token_count_mismatch,"tokens=10, attributions=0"
2343,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=4, reconstructed=7"
2344,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
2345,XLM-R,IG,token_count_mismatch,"tokens=33, attributions=0"
2345,XLM-R,IG,word_reconstruction_fail,"overlap=0.38, original_words=13, reconstructed=19"
2346,XLM-R,IG,token_count_mismatch,"tokens=14, attributions=0"
2346,XLM-R,IG,word_reconstruction_fail,"overlap=0.20, original_words=5, reconstructed=11"
2347,XLM-R,IG,token_count_mismatch,"tokens=16, attributions=0"
2348,XLM-R,IG,token_count_mismatch,"tokens=11, attributions=0"
2349,XLM-R,IG,token_count_mismatch,"tokens=14, attributions=0"
2349,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=10"
2350,XLM-R,IG,token_count_mismatch,"tokens=41, attributions=0"
2350,XLM-R,IG,word_reconstruction_fail,"overlap=0.36, original_words=14, reconstructed=30"
2351,XLM-R,IG,token_count_mismatch,"tokens=6, attributions=0"
2352,XLM-R,IG,token_count_mismatch,"tokens=27, attributions=0"
2352,XLM-R,IG,word_reconstruction_fail,"overlap=0.36, original_words=11, reconstructed=16"
2353,XLM-R,IG,token_count_mismatch,"tokens=57, attributions=0"
2353,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=30, reconstructed=45"
2354,XLM-R,IG,token_count_mismatch,"tokens=14, attributions=0"
2354,XLM-R,IG,word_reconstruction_fail,"overlap=0.20, original_words=5, reconstructed=9"
2355,XLM-R,IG,token_count_mismatch,"tokens=44, attributions=0"
2355,XLM-R,IG,word_reconstruction_fail,"overlap=0.29, original_words=17, reconstructed=31"
2356,XLM-R,IG,token_count_mismatch,"tokens=22, attributions=0"
2356,XLM-R,IG,word_reconstruction_fail,"overlap=0.29, original_words=7, reconstructed=17"
2357,XLM-R,IG,token_count_mismatch,"tokens=11, attributions=0"
2358,XLM-R,IG,token_count_mismatch,"tokens=96, attributions=0"
2359,XLM-R,IG,token_count_mismatch,"tokens=11, attributions=0"
2359,XLM-R,IG,word_reconstruction_fail,"overlap=0.40, original_words=5, reconstructed=8"
2360,XLM-R,IG,token_count_mismatch,"tokens=23, attributions=0"
2360,XLM-R,IG,word_reconstruction_fail,"overlap=0.42, original_words=12, reconstructed=19"
2361,XLM-R,IG,token_count_mismatch,"tokens=35, attributions=0"
2361,XLM-R,IG,word_reconstruction_fail,"overlap=0.31, original_words=16, reconstructed=29"
2362,XLM-R,IG,token_count_mismatch,"tokens=10, attributions=0"
2362,XLM-R,IG,word_reconstruction_fail,"overlap=0.40, original_words=5, reconstructed=8"
2363,XLM-R,IG,token_count_mismatch,"tokens=23, attributions=0"
2364,XLM-R,IG,token_count_mismatch,"tokens=19, attributions=0"
2364,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=6, reconstructed=14"
2365,XLM-R,IG,token_count_mismatch,"tokens=47, attributions=0"
2366,XLM-R,IG,token_count_mismatch,"tokens=20, attributions=0"
2366,XLM-R,IG,word_reconstruction_fail,"overlap=0.29, original_words=7, reconstructed=15"
2367,XLM-R,IG,token_count_mismatch,"tokens=32, attributions=0"
2368,XLM-R,IG,token_count_mismatch,"tokens=18, attributions=0"
2368,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=2, reconstructed=10"
2369,XLM-R,IG,token_count_mismatch,"tokens=21, attributions=0"
2369,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=8, reconstructed=18"
2370,XLM-R,IG,token_count_mismatch,"tokens=27, attributions=0"
2370,XLM-R,IG,word_reconstruction_fail,"overlap=0.46, original_words=13, reconstructed=17"
2371,XLM-R,IG,token_count_mismatch,"tokens=27, attributions=0"
2372,XLM-R,IG,token_count_mismatch,"tokens=21, attributions=0"
2372,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=9, reconstructed=16"
2373,XLM-R,IG,token_count_mismatch,"tokens=32, attributions=0"
2373,XLM-R,IG,word_reconstruction_fail,"overlap=0.44, original_words=16, reconstructed=23"
2374,XLM-R,IG,token_count_mismatch,"tokens=28, attributions=0"
2374,XLM-R,IG,word_reconstruction_fail,"overlap=0.43, original_words=14, reconstructed=19"
2375,XLM-R,IG,token_count_mismatch,"tokens=59, attributions=0"
2375,XLM-R,IG,word_reconstruction_fail,"overlap=0.35, original_words=20, reconstructed=33"
2376,XLM-R,IG,token_count_mismatch,"tokens=17, attributions=0"
2377,XLM-R,IG,token_count_mismatch,"tokens=30, attributions=0"
2377,XLM-R,IG,word_reconstruction_fail,"overlap=0.31, original_words=13, reconstructed=21"
2378,XLM-R,IG,token_count_mismatch,"tokens=111, attributions=0"
2379,XLM-R,IG,token_count_mismatch,"tokens=34, attributions=0"
2380,XLM-R,IG,token_count_mismatch,"tokens=12, attributions=0"
2381,XLM-R,IG,token_count_mismatch,"tokens=23, attributions=0"
2382,XLM-R,IG,token_count_mismatch,"tokens=17, attributions=0"
